Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
PHI,Philippine Long Distance Telephone Company,70.01,15126064808,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/phi
PSX,Phillips 66,62.39,38691896262,n/a,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/psx
PFX,"Phoenix Companies, Inc. (The)",23.49,0,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/pfx
PNX,"Phoenix Companies, Inc. (The)",29.73,172434000,n/a,2001,Finance,Life Insurance,http://www.nasdaq.com/symbol/pnx
FENG,Phoenix New Media Limited,4.3,335091707.2,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/feng
PNY,"Piedmont Natural Gas Company, Inc.",33.23,2509536911,n/a,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/pny
PDM,"Piedmont Office Realty Trust, Inc.",19.66,3294139184,n/a,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/pdm
PIR,"Pier 1 Imports, Inc.",21.79,2305810740,n/a,n/a,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/pir
PIKE,Pike Electric Corp.,14.07,495018703.6,n/a,n/a,Capital Goods,Engineering & Construction,http://www.nasdaq.com/symbol/pike
PCQ,PIMCO California Municipal Income Fund,15.39,284547772.3,n/a,2001,n/a,n/a,http://www.nasdaq.com/symbol/pcq
PCK,Pimco California Municipal Income Fund II,10.81,341060742.9,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/pck
PZC,PIMCO California Municipal Income Fund III,11.08,243218498.2,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/pzc
PCM,"PIMCO Commercial Mortgage Securities Trust, Inc.",13.17,151453103.5,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/pcm
PTY,Pimco Corporate & Income Opportunity Fund,21.29,1465693337,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/pty
PCN,Pimco Corporate & Income Stategy Fund,18.3,696027470.4,n/a,2001,n/a,n/a,http://www.nasdaq.com/symbol/pcn
PCI,PIMCO Dynamic Credit Income Fund,24.95,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pci
PDI,PIMCO Dynamic Income Fund,30.9,1400821434,n/a,1989,n/a,n/a,http://www.nasdaq.com/symbol/pdi
PGP,Pimco Global Stocksplus & Income Fund,21.98,227068478.3,n/a,2005,n/a,n/a,http://www.nasdaq.com/symbol/pgp
PHK,Pimco High Income Fund,12.48,1532510079,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/phk
PKO,Pimco Income Opportunity Fund,30.72,455800258.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pko
PFL,PIMCO Income Strategy Fund,13.37,335203642,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/pfl
PFN,PIMCO Income Strategy Fund II,11.43,671378997.6,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/pfn
PMF,PIMCO Municipal Income Fund,15.99,404457456,n/a,2001,n/a,n/a,http://www.nasdaq.com/symbol/pmf
PML,Pimco Municipal Income Fund II,12.83,779662998.4,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/pml
PMX,PIMCO Municipal Income Fund III,12.52,405674605,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/pmx
PNF,PIMCO New York Municipal Income Fund,12.28,94207248,n/a,1988,n/a,n/a,http://www.nasdaq.com/symbol/pnf
PNI,Pimco New York Municipal Income Fund II,13.04,142179397.1,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/pni
PYN,PIMCO New York Municipal Income Fund III,10.22,57548666.7,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/pyn
PNK,"Pinnacle Entertainment, Inc.",15.01,876311013.1,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/pnk
PF,"Pinnacle Foods, Inc.",24.19,2729131765,n/a,1999,n/a,n/a,http://www.nasdaq.com/symbol/pf
PNW,Pinnacle West Capital Corporation,57.97,6373359363,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/pnw
PES,Pioneer Energy Services Corp.,7.62,473028606.9,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pes
PHD,Pioneer Floating Rate Trust,13.79,340683949.6,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/phd
PHT,Pioneer High Income Trust,17.4,492687733.8,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/pht
MAV,Pioneer Municipal High Income Advantage Trust,15.53,362560553.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mav
MHI,Pioneer Municipal High Income Trust,15.75,354860273.3,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/mhi
PXD,Pioneer Natural Resources Company,117.82,15753752377,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pxd
PSE,Pioneer Southwest Energy Partners L.P.,24.71,882485527,n/a,2008,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pse
PJC,Piper Jaffray Companies,33.15,585992251.7,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/pjc
PBI,Pitney Bowes Inc,14.48,2917186571,n/a,n/a,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/pbi
PBI^,Pitney Bowes Inc,240,0,n/a,n/a,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/pbi^
PBI^A,Pitney Bowes Inc,25.62,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pbi^a
PBI^B,Pitney Bowes Inc,25.51,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pbi^b
PAA,"Plains All American Pipeline, L.P.",55.27,18579163100,n/a,1998,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/paa
PXP,Plains Exploration & Production Company,46.44,5990760000,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pxp
PLT,"Plantronics, Inc.",43.42,1849613540,n/a,1994,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/plt
PTP,"Platinum Underwriters Holdings, Ltd",55.85,1788544086,n/a,2002,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ptp
PCL,"Plum Creek Timber Company, Inc.",51.6,8391546286,n/a,1989,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/pcl
PNC,"PNC Financial Services Group, Inc. (The)",65.6,34665363093,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pnc
PNC/WS,"PNC Financial Services Group, Inc. (The)",11.73,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pnc/ws
PNC^L/CL,"PNC Financial Services Group, Inc. (The)",25.34,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pnc^l/cl
PNC^P,"PNC Financial Services Group, Inc. (The)",27.67,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pnc^p
PNC^Q,"PNC Financial Services Group, Inc. (The)",25.49,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pnc^q
PNM,"PNM Resources, Inc. (Holding Co.)",23.2,1847964077,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/pnm
PII,Polaris Industries Inc.,89.2,6106531204,n/a,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/pii
POL,PolyOne Corporation,23.8,2374495346,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/pol
PPO,Polypore International Inc,37.91,1767631996,n/a,1995,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ppo
POR,Portland General Electric Company,30.52,2306000769,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/por
PT,"Portugal Telecom SGPS, S.A .",5.06,4536353250,n/a,1995,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/pt
PKX,POSCO,71.22,22005397207,n/a,1994,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/pkx
POST,"Post Holdings, Inc.",43.1,1408050881,n/a,1994,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/post
PPS,"Post Properties, Inc.",49.18,2683573093,n/a,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/pps
PPS^A,"Post Properties, Inc.",63.4,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/pps^a
POT,Potash Corporation of Saskatchewan Inc.,39.6,34258259930,n/a,1989,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/pot
PPG,"PPG Industries, Inc.",133.9,19133157523,n/a,n/a,Basic Industries,Paints/Coatings,http://www.nasdaq.com/symbol/ppg
PPX,"PPL Capital Funding, Inc.",25.28,0,n/a,2002,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ppx
PPL,PPL Corporation,31.29,18240064155,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ppl
PPL^U,PPL Corporation,54.8,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ppl^u
PPL^W,PPL Corporation,56.24,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ppl^w
PJI/CL,PPlus Trust,25.26,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pji/cl
PYB,PPlus Trust,25.15,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/pyb
PYC,PPlus Trust,24.91,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/pyc
PYG,PPlus Trust,25.23,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/pyg
PYK,PPlus Trust,25.264,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/pyk
PYS,PPlus Trust,24.4,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/pys
PYT,PPlus Trust,20.38,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/pyt
PYV,PPlus Trust,25.4,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/pyv
PX,"Praxair, Inc.",111.26,32905623863,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/px
PCP,Precision Castparts Corporation,183.34,26850606300,n/a,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/pcp
PDS,Precision Drilling Corporation,8.65,2391743641,n/a,1973,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pds
PJA,Preferred Plus Trust Ser QWS 2 Tr Ctf,25.47,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/pja
PJL,Preferred Plus Trust Ser QWS 2 Tr Ctf,26.39,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/pjl
PJS,Preferred Plus Trust Ser QWS 2 Tr Ctf,25.472,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/pjs
PGI,"Premiere Global Services, Inc.",10.63,506687496.5,n/a,1996,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/pgi
PBH,"Prestige Brand Holdings, Inc.",26.08,1331445027,n/a,2005,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pbh
PVG,"Pretium Resources, Inc.",6.82,657967588.5,n/a,2006,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/pvg
PRI,"Primerica, Inc.",31.78,1794586059,n/a,2010,Finance,Life Insurance,http://www.nasdaq.com/symbol/pri
PPP,Primero Mining Corp,6.27,609479249.9,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ppp
PTGI,Primus Telecommunications Group Inc.,10.98,153090582.5,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ptgi
PFG,Principal Financial Group Inc,33.66,9875919600,n/a,1992,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/pfg
PFG^B,Principal Financial Group Inc,27.07,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pfg^b
PVTD,"PrivateBancorp, Inc.",26.39,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pvtd
PRA,ProAssurance Corporation,47.85,2948684666,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/pra
PG,Procter & Gamble Company (The),78.54,2.14544E+11,n/a,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/pg
PGR,Progressive Corporation (The),25.32,15273483685,n/a,1971,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/pgr
BIN,Progressive Waste Solutions Ltd.,20.75,2389710125,n/a,n/a,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/bin
PLD,"ProLogis, Inc.",39.66,18338030698,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/pld
PLD^L/CL,"ProLogis, Inc.",25.01,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pld^l/cl
PLD^M/CL,"ProLogis, Inc.",25.01,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pld^m/cl
PLD^O/CL,"ProLogis, Inc.",25.04,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pld^o/cl
PLD^P/CL,"ProLogis, Inc.",25.01,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pld^p/cl
PLD^R/CL,"ProLogis, Inc.",25.07,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pld^r/cl
PLD^S/CL,"ProLogis, Inc.",25.1,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pld^s/cl
PRIS,Promotora De Informaciones SA,1.04,257743953,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/pris
PRIS/B,Promotora De Informaciones SA,1.24,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pris/b
PRO,"PROS Holdings, Inc.",27.65,763787507.7,n/a,2007,Technology,EDP Services,http://www.nasdaq.com/symbol/pro
PRY,Prospect Capital Corporation,26.32,7896000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pry
PB,"Prosperity Bancshares, Inc.",46.07,2626123327,n/a,1993,Finance,Major Banks,http://www.nasdaq.com/symbol/pb
PL,Protective Life Corporation,35.29,2757712100,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/pl
PL^B,Protective Life Corporation,25.2199,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pl^b
PL^C,Protective Life Corporation,26.2799,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pl^c
PL^E,Protective Life Corporation,25.62,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pl^e
PLP,Protective Life Corporation,23.17,0,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/plp
PRLB,"Proto Labs, Inc.",46.77,1174869696,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/prlb
PFS,"Provident Financial Services, Inc",14.77,892340228.7,n/a,2003,Finance,Savings Institutions,http://www.nasdaq.com/symbol/pfs
PBNY,Provident New York Bancorp,9.08,402686986,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/pbny
PFK,"Prudential Financial, Inc.",27.71,0,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/pfk
PHR,"Prudential Financial, Inc.",25.46,0,n/a,1998,Finance,Life Insurance,http://www.nasdaq.com/symbol/phr
PJH,"Prudential Financial, Inc.",25.38,0,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/pjh
PRH,"Prudential Financial, Inc.",25.23,0,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/prh
PRU,"Prudential Financial, Inc.",56.96,26503460830,n/a,2001,Finance,Life Insurance,http://www.nasdaq.com/symbol/pru
GHY,"Prudential Global Short Duration High Yield Fund, Inc.",18.84,770783398.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ghy
PUK,Prudential Public Limited Company,32.33,41190443502,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/puk
PUK^,Prudential Public Limited Company,25.49,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/puk^
PUK^A,Prudential Public Limited Company,25.7099,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/puk^a
ISD,"Prudential Short Duration High Yield Fund, Inc.",20.31,674502492.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/isd
PSB,"PS Business Parks, Inc.",78.08,1897224928,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psb
PSB^R,"PS Business Parks, Inc.",26.76,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psb^r
PSB^S,"PS Business Parks, Inc.",26.5599,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psb^s
PSB^T,"PS Business Parks, Inc.",26.02,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psb^t
PSB^U,"PS Business Parks, Inc.",25.22,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psb^u
PSB^V,"PS Business Parks, Inc.",25,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psb^v
IIT,PT Indosat Tbk,34.74,3775496996,n/a,1994,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/iit
PEG,Public Service Enterprise Group Incorporated,34.55,17480978082,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/peg
PSA,Public Storage,154.38,26522480449,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psa
PSA^O,Public Storage,27.01,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psa^o
PSA^P,Public Storage,26.64,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psa^p
PSA^Q,Public Storage,27.43,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psa^q
PSA^R,Public Storage,26.84,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psa^r
PSA^S,Public Storage,26.28,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psa^s
PSA^T,Public Storage,25.91,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psa^t
PSA^U,Public Storage,25.84,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psa^u
PSA^V,Public Storage,25.39,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psa^v
PSA^W,Public Storage,25.22,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psa^w
PSA^X,Public Storage,25.09,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psa^x
PULS,Pulse Electronics Corporation,0.354,28133574.75,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/puls
PHA,"PulteGroup, Inc.",25.39,0,n/a,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/pha
PHM,"PulteGroup, Inc.",18.98,7353422482,n/a,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/phm
PBYI,Puma Biotechnology Inc,31.46,902167912.4,n/a,n/a,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pbyi
PCF,Putnam High Income Bond Fund,8.06,138363037.8,n/a,1987,n/a,n/a,http://www.nasdaq.com/symbol/pcf
PMM,Putnam Managed Municipal Income Trust,7.86,452954861.7,n/a,1989,n/a,n/a,http://www.nasdaq.com/symbol/pmm
PIM,Putnam Master Intermediate Income Trust,5.19,340934338.6,n/a,1988,n/a,n/a,http://www.nasdaq.com/symbol/pim
PMO,Putnam Municipal Opportunities Trust,12.56,538619975.4,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/pmo
PPT,Putnam Premier Income Trust,5.54,786815480.7,n/a,1988,n/a,n/a,http://www.nasdaq.com/symbol/ppt
PVH,PVH Corp.,104.82,8480308434,n/a,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/pvh
PVR,"PVR  Partners, L.P.",23.53,3018606404,n/a,2001,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/pvr
PZN,Pzena Investment Management Inc,5.6,61904729.6,n/a,1997,Finance,Investment Managers,http://www.nasdaq.com/symbol/pzn
QEP,"QEP Resources, Inc.",29.51,5290262392,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/qep
QIHU,Qihoo 360 Technology Co. Ltd.,28.62,3415878109,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/qihu
QRE,"QR Energy, LP",17.86,1153354793,n/a,2010,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/qre
QUAD,"Quad Graphics, Inc",22.76,1082534017,n/a,n/a,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/quad
KWR,Quaker Chemical Corporation,57.54,755139596.8,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/kwr
NX,Quanex Building Products Corporation,15.95,591109233,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/nx
PWR,"Quanta Services, Inc.",26.63,5574552623,n/a,1980,Capital Goods,Engineering & Construction,http://www.nasdaq.com/symbol/pwr
QTM,Quantum Corporation,1.23,296383840.6,n/a,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/qtm
DGX,Quest Diagnostics Incorporated,57.68,9107829005,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/dgx
STR,Questar Corporation,24.1,4221567839,n/a,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/str
KWK,Quicksilver Resources Inc.,2.38,420233144.2,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/kwk
ZQK,"Quiksilver, Inc.",6.45,1079054601,n/a,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/zqk
CTQ,Qwest Corporation,26.96,0,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctq
CTU,Qwest Corporation,26.79,0,n/a,1983,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctu
CTW,Qwest Corporation,27.21,0,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctw
CTX,Qwest Corporation,26.79,3357312405,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctx
RAX,"Rackspace Hosting, Inc",46.86,6467022781,n/a,2008,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/rax
RDN,Radian Group Inc.,10.22,1766675190,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/rdn
RSH,Radioshack Corporation,3.1,308795662.4,n/a,n/a,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/rsh
RAS,RAIT Financial Trust,7.6,531537228.4,n/a,1998,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ras
RAS^A,RAIT Financial Trust,23.85,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ras^a
RAS^B,RAIT Financial Trust,24.8101,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ras^b
RAS^C,RAIT Financial Trust,25.182,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ras^c
RL,Ralph Lauren Corporation,169.62,15387291343,n/a,1997,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/rl
RPT,Ramco-Gershenson Properties Trust,16.09,951382392,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rpt
RPT^D,Ramco-Gershenson Properties Trust,60.84,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rpt^d
RRC,Range Resources Corporation,76.51,12459080746,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rrc
RJD,"Raymond James Financial, Inc.",27.69,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/rjd
RJF,"Raymond James Financial, Inc.",44.53,6209996253,n/a,1983,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/rjf
RYN,Rayonier Inc.,58.44,7333766506,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ryn
RTN,Raytheon Company,58.54,19104821700,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rtn
RCS,"RCM Strategic Global Government Fund, Inc.",11.43,464310042.9,n/a,1994,n/a,n/a,http://www.nasdaq.com/symbol/rcs
RLD,RealD Inc,12.93,644239474,n/a,2010,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/rld
RLGY,Realogy Holdings Corp.,44.78,6509687990,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/rlgy
O,Realty Income Corporation,45.88,9000502210,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/o
O^E,Realty Income Corporation,25.66,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/o^e
O^F,Realty Income Corporation,26.87,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/o^f
RHT,"Red Hat, Inc.",48.05,9282989623,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/rht
RLH,Red Lion Hotels Corporation,6.94,135146228.8,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/rlh
RLH^A,Red Lion Hotels Corporation,26.0501,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rlh^a
RWT,"Redwood Trust, Inc.",22.44,1833273970,n/a,1995,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rwt
ENL,Reed Elsevier NV,33.07,11340896860,n/a,n/a,Consumer Services,Publishing,http://www.nasdaq.com/symbol/enl
RUK,Reed Elsevier PLC,46.44,14600712501,n/a,n/a,Consumer Services,Publishing,http://www.nasdaq.com/symbol/ruk
RBC,Regal Beloit Corporation,76.89,3458409706,n/a,n/a,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/rbc
RGC,Regal Entertainment Group,16.56,2580609798,n/a,2002,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rgc
REG,Regency Centers Corporation,53.04,4809780016,n/a,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/reg
REG^F,Regency Centers Corporation,26.78,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/reg^f
REG^G,Regency Centers Corporation,25.21,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/reg^g
RGP,Regency Energy Partners LP,25.24,4314821791,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rgp
RM,Regional Management Corp.,20.06,250483743.6,n/a,1976,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/rm
RF,Regions Financial Corporation,7.97,11265035554,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/rf
RF^A,Regions Financial Corporation,25.4,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rf^a
